Date,Keywords,Sentiment_Score
2026-02-20,Dk why some ca students cannot accept when cma is appreciated,0.58
2025-03-30,So trueeeee being a CMA student people always asked me what is CMA now I will give them this answer,0.5
2025-10-08,I am also a CMA Student When some one ask me what is CMA Iam saying market ma naya naya aaya ha bhot demands ha iski job hi job ha then they react like ohh its too funny for me,0.6
2025-04-30,This is reality no one know about CMA because Im also a CMA studentwhen someone ask me what are you doing Im saying CMA So they are saying CMA what is this CMA,0.5
2026-02-26,Yep when i have to tell people what i am doing i introduce by saying it is a similar course like CA but more focus on internal management and decision making through numbers,0.57
2025-09-24,love you sir aapne meri fhir se enargy jaga di,0.7
2026-02-17,I use CA as an introductory to say that i am a CMA aspirant,0.5
2025-12-20,Motivational ke liye thik hai I am ca student Soo please,0.5
2025-06-24,Well I as a CA Student believe that CMA is too very underrated course they can Introduce some more Contents to attain Bestest form and can over pass CA By the way Huge respect from One Professional To Another Professional Were like a community of Finance Law Taxation Cost FM,0.6
2025-09-12,Tq sir you boost my energy focus to prepare CMA,0.5
2025-02-16,Thank you so much cuz in our coaching our teachers treat CMA as slow learners and CA are toppers,0.48
2026-02-03,Cma ko issi liya ni jnta kyu ki hmra institue bekrr h or whi ca institute bhut accha Hmra cma course best h but hmra sada garib institute na isssa brbd kiya hua h,0.9
2025-10-24,Whos tuning in tonight to the Dream Academy Live Finale DreamFinale DREAMACADEMYHQ HYBE,0.55
2025-05-17,Member of Brazil ahhhhhh Im so happy She will be able to represent our country,0.76
2025-05-08,Hii my name is Samara like Samara Thats from Brazil btw Im from Pakistan,0.5
2026-02-21,WHy DiD YoUtUbe ShOw Me ThiS 3 YeArs AfTer IT WaS PosTEdthis feels illegal to watch this in the internet girl era,0.3
2025-05-28,Lets all katseye memmbers stand at the back and not tell manon,0.5
2025-05-03,The way almost all of the katseye girls are in the back row,0.5
2026-01-10,Is it crazy that every one on top is the ones that are in Katseye except Manon,0.48
2025-08-03,It feels like a crime watching this in the Internet Girl era,0.5
2025-06-14,Anyone seeing this two or three weeks after the new Internet Girl visual,0.53
2025-07-19,I love how theyre all just smiling and waving and Sophia is just serving,0.7
2025-08-13,Lol I just finished pop star academy and its so good,0.8
2025-09-29,Lemme guess who all will debut Maybe lara raj sophia and daniela Also manon megan and yoonchae,0.5
2026-02-03,I think Danielleshe is very cute and the best singer in katseye,0.83
2026-02-18,HEY I KNOW ALL THE KATSEYE MEMBERS HERE THEY ARE SO YOU KNOW WHO MAKES IT KATSEYE Sophia Lara yoonchae Megan Daniela manon,0.5
2025-12-16,I watched the whole dream academy and Im soo sad after seeing this i miss all of them,0.44
2025-12-26,EAT ZUCCHINI EAT ZUCCHINI DO YOU READ ME LIKE THE EMOJI OH WONT YOU OH WONT YOU OH WONT YOUUUUUU,0.5
2026-01-03,Lol this appears on my fyp after like 3 years,0.82
2025-11-28,being recommended this video in the internet girl era is crazy,0.26
2025-09-21,No me watching this after internet girl in 2026 Jan 26,0.5
2025-12-03,RAJA TARKAM Juan Dwiki DITANTANG PARA PELATIH GIDEON BADMINTON ACADEMY Siapa Yang Menang,0.5
2025-11-09,RAJA TARKAM Juan Dwiki DITANTANG PARA PELATIH GIDEON BADMINTON ACADEMY Siapa Yang Menang Sepatu,0.5
2025-04-05,Juan dwiki ini sudah tdk garang lagi di tambah Dwiki yg Lambat Dan Sering Eror Mulu,0.5
2026-01-07,daimodes,0.5
2025-02-08,Bro akkada rendu rala pakkana undhi diamond la undhi chinga undhi chudu rendu rala pakkana,0.5
2025-05-09,Nijanga,0.5
2025-02-23,Enni kavalo cheppu nenu estha meeku avi rallu ra babu vajram kadhu,0.5
2025-10-13,Yanduku manashulaki asha chupusthunaru evani chuse nejam ane entha mande ekadake vasthunara o thilusa time waste money waste dont come is a,0.42
2025-05-07,OMG the fake tan Kylie Jenner uses And we try it out Follow for Part 2 results faketan,0.3
2025-12-11,How I know Were the Upgraded Gotta add to to be Us but We have to take away from Ourselves to be others,0.5
2025-02-21,Thankful that the TRUTH WINS over all temporary lies and temporary things that wont and cant always be available when the MOST HIGHEST SHAKES this temporary place The last thing thats going to matter is getting to the skin coverage,0.62
2025-02-19,Way too much product Way too dark So fake looking Looks NOTHING LOOKS A REAL TAN,0.47
2026-01-28,Girl we know youre all lying let me recommend you something try katseye way of promoting things youre get really far,0.54
2025-06-11,In West do you hate fake tanning or trying to tan yourself by sun like I mean here people dont like when a darkskinned person uses skin whitening cream because its not natural and not real they want to be born with fair skin is it the same thing with you guys,0.44
2025-12-05,This is crazy see how dark this is Everyone knows every Kardashian wants to be black and so 99 of the white women but they hate us so much This is sad,0.41
2025-08-16,Why does everyone wanna be tan i like pale skin a lot ngl,0.42
2025-03-08,Amazing that these white women want to be dark but they will call a black woman ugly,0.47
2025-02-15,Why are you racist want to look like black people stop it stop it stop it it will never happen its in our blood in our genes not yours youre not like us,0.43
2025-03-10,So glad I adore my pale white skin so I dont have to go through any of this extra sht,0.53
2025-05-28,You couldnt pay me to rub that poop foam all over myself,0.5
2026-01-12,Or you could just go out in the sun like human beings were meant to Dont believe the propaganda,0.48
2025-04-23,If you dont have someone to help you put it on your back youre screwed,0.5
2025-05-25,any tips for washing off tan when it starts to get patchy,0.5
2025-02-24,IMAGINE BEING IN A RACIST COUNTRY WHERE THERE ARE BILLIONS OF TANNING SALONS AND SPRAY PAINT TANNING SALONS JUST IMAGINE CRAZY RIGHT,0.44
2025-04-03,By the way tanned and melanated commenters There are black women who use these products too as it gives their skin a different glow tone which they like or evens out pigment plus my niece is North African she slaps this stuff on AND uses the dubbed and she uses naturally red toned anyway Its not just a white girl product,0.49
2025-11-18,The comments from the non white racists on here are hilarious Im glad you like your melanin boo sons of us like being milky white but we change colour in the sun anyway these products are to turn us our natural suntan colour not your colour Dont be jealous were all beautiful no matter the shade we were born,0.63
2025-03-18,Why do you do that with the moose in the beginning of the video It looks like somebodys taking a poop,0.5
2025-12-19,I love you channel so much its amazing and I love watching your vids,0.68
2025-07-25,I WANNA BE LIKE YOU SOOOO FREAKING BADLY BUT IM BROKE AS HELL AND MOST MY FRIENDS ARE FAKE SO NOW IM NOT MOTIVATED,0.41
2025-05-03,HAPPY BIRTHDAY I HOPE U HAVE THE BEST DAY EVER TODAY,0.86
2025-12-10,I have some of those same school books Do you do classical conversations,0.5
2025-08-05,I had my choir concert yesterday and I had to come here quickly when I woke up Also HAPPY BIRTHDAY DAY,0.73
2025-02-25,That girl morning routine morningroutine skincare aesthetic preppy satisfying shorts,0.7
2025-05-21,That Girl Morning Routine A calm productive and aesthetic start into the day In this video I take you with me through my soft,0.58
2025-04-25,girlies do you have a wish for what you really want to see what videos favorite products or other ideas let me know in the comments love u all Your comments mean the world to me,0.56
2025-08-05,Hi I love watching your videos they make me soooooooooooo relaxed anyway if you use apps to order some products or like bed sheets is it ok if you say a couple websites or something you recommend If its just amazon thats ok but i cant find any cute bed sheets or whatever I absolutely loooove how cute your bedroom looks,0.68
2025-03-05,Im getting a pink tablet case soon Im SO excited,0.56
2025-06-19,But gurl that girl wake up early btw your aesthetics day by day love you NO HATE PLEASE,0.63
2025-09-23,I love your videos and I am a big fan of yours,0.6
2025-10-05,Commenting on clean girlaesthetic videos to clean up my fyp 9100,0.65
2025-11-27,Me gustari que slieras a comer y los mostraras en tus videos si puedes,0.5
2025-10-02,Whats the sol de Janeiro scent she put on screen I couldnt see it in time,0.5
2026-01-03,Bro why do I always have the same stuff as the content creator I have the cup too,0.5
2025-11-06,I also woke up at 9 am without alarm and Im a kid,0.5
2025-08-18,I also love To star my Day refreshing my body and take a Good Shower if feels so much better,0.72
2025-03-15,Hi I love your vids can you do more get ready with me pls,0.66
2025-04-11,nyc morning selfcareroutine aesthetic thatgirl asmr asmrsounds morningroutine selfcare,0.5
2025-04-16,Hang on a secy turned the shower on then suddenly your hair was dry,0.49
2025-07-27,I heard that those who listen to Lana Del ray songs are always pretty and aesthetic,0.6
2025-09-04,Bro taking a shower andt and the windows are not closed,0.52
2025-05-31,What hurts is that the shower is in front of the window,0.5
2025-07-21,What time yall get up for school cause I get up at 745,0.5
2026-02-19,Why isnt anyone talking about the window in the shower,0.5
2025-04-15,asmr highschool morning routine vlog grwm aesthetic,0.5
2025-06-05,In this short I vlog myself getting ready for high school I vlog my asmr morning routine I make the bed do skincare and get,0.55
2025-12-31,She is doing skincare Me i only use soap and water,0.5
2025-02-24,Ive got the same shoes lip gloss cleanser and claw clip,0.5
2025-12-21,My my dream is to wake up to the sun outside and not be late,0.44
2025-11-30,Im sorry let me just say she didnt not wake up like that She had to have got up brush her hair It looks like the middle of the day,0.4
2026-02-10,I have a friend and she looks just like you wtf Are you guys sis or what not jocking her name is Sophia,0.3
2025-07-26,YOUR SO LUCKY THERE ARE PALM TREES WHERE YOU LIVE AND ITS SO TROPICAL AND SOOO CUTE i live in new jersey and all there is is trees and an ugly view,0.54
2025-06-28,Its so pretty out of her window it looks like shes staying at a resort,0.6
2025-05-29,Ummm Love the view girl I need to get up at 4am Because my school starts at 645am and I need to be there by 630,0.7
2025-08-27,OK as soon as you open the window I thought that was a green screen for a second cause theres no way that you have that view in your room so pretty,0.54
2025-11-04,The fact that she doesnt put on like 100kg of makeup and she just does a simple lip gloss is wholesome like girls now a days be getting ready like they going to a fashion runways,0.54
2025-05-31,I love how your vid are very realistic not exagerating the skin care and makeup,0.64
2025-09-04,I love your house and you are so pretty and beautiful,0.71
2025-04-29,Ur so lucky where you live its such a pretty sight,0.57
2026-02-23,Wait you get to wake up when its light outside I wake up at 500 can we switch,0.58
2025-06-02,So where do you live Literally the view looks so beautiful,0.7
2025-12-20,Dude what state do you live in I wanna go there,0.55
2025-11-11,No one is talking about how its day when she wakes up,0.5
2025-12-05,GUESS WHAT THE DAY SHE POSTED THIS WAS ON MY BDAY,0.5
2025-05-26,AESTHETIC MORNING ROUTINE morningroutine cleangirl asmr aesthetic,0.5
2025-10-16,lol I thought u and Elysian living were the same person at first,0.64
2025-10-02,My dream is to live in New York one day and have an apartment like this Its so cute and the view is so good,0.65
2025-08-30,I like your videos so much you are a slay queen,0.58
2025-04-16,3150 commenting on aesthetic videos to clean up my fyp,0.65
2025-08-13,I could sit stare out of your window all day that view,0.5
2025-09-02,6am MORNING ROUTINE 2025 healthy mindful habits to have a PRODUCTIVE day,0.7
2025-04-20,PRODUCTIVE 6AM MORNING ROUTINE 2025 How to wake up earlier with mindful healthy habits that set you up for a,0.6
2025-11-15,I always wanted to be that divine feminine magnetic woman For years I thought it meant trying harder looking better doing more until I found The Silent Feminine Power by Lana Cressel This book flipped everything I believed about femininity and showed me how true power comes from presence not effort If youve been craving that inner shift this is the book that will awaken it,0.58
2025-12-01,I swear every woman needs to read The Silent Feminine Power by Lana Cressel You dont just attract men you attract everything you desire Underrated and overlooked,0.5
2025-02-23,I used to blame my family that im not productive and that they judge me for every thing i do and that they say its just a waste of time but now i ignore them and i do what i think is good for because i know we all dont have the same opinions one of the things the book The Silent Feminine Power by Lana Cressel taught me I recommend it to everyone,0.55
2025-06-04,A few months ago I used to feel so embarrassed about my body I wasnt even overweight but I just didnt feel comfortable in my own skin No matter what I did I wasnt happy with myself But then I started reading The Silent Feminine Power by Lana Cressel and instead of scrolling my fyp I watched selflove and that girl type videos on YouTube This book truly changed everything for me I started working out cut down on sugar started drinking 3L water daily and instead of watching useless content on YouTube Ive started watching videos like you make I focused more on myself and now my acne is gone my body feels like a new version of me and most importantly my mindset has changed Even my hobbies have shifted I started my own small business something I never thought Id have the confidence to do I used to be super shy never stood up for myself and let people say whatever they wanted But now Ive learned to speak up to defend myself and to be proud of who I am Im honestly so grateful for this growth,0.59
2025-03-06,If youre scrolling through the comments looking for a sign consider this it If its late take a deep breath relax and remind yourself that its okay to let go of what you cant control The past is behind you the future will come on its own all you really have is this moment I remember feeling disconnected and unsure of myself but everything started to shift after I read The Silent Feminine Power by Lana Cressel That book helped me reconnect with my inner strength and reminded me of the power I had all along Since then Ive started to feel more aligned more confident and Im finally seeing things fall into place If youre feeling lost dont ignore it Do something today that your future self will thank you for Tomorrow Im waking up with purpose and focusing on what truly matters Maybe this is exactly what you needed to read Thank you for this great video helpful for real Wish you all the best,0.59
2026-01-07,I just found this video I love the vibes So cozy relaxing,0.56
2025-11-18,The changes Ive made in the past few months have been lifechanging I feel so much more confident and energized Anyone else seeing results Id love to hear how your journey is going,0.58
2025-04-27,Ive been feeling so much better recently and I cant believe how far Ive come Its been an amazing experience Who else is on a weight loss journey Lets talk about it,0.62
2025-06-29,Love the little lamp while youre doing your journal and you have amazing editing skills Love your video and the sound quality everything,0.65
2025-04-27,Can anyone pls tell me abt what camera she uses Pls plsss,0.5
2025-07-30,How people do everything first before eating breakfast its like number 1 thing I do when I wake up after drinking water and brushing my teeth ofc,0.6
2025-04-09,Your videos really inspire me Becca Im starting to be just like you,0.54
2025-03-10,What a peaceful morning routinebut alas cannot wake up that early even if i have an early morning start for work which is usually around 930am,0.48
2025-07-11,your filming has gotten sublime and i definately feel on the routine part youre not alone with this,0.5
2025-11-29,wait so you get up at 6 just to let your dog out and make tea for the first HOUR what,0.6
2025-03-18,Awesome morningBecca I cannot believe how many things you managed to get done Sending you lots of love and thank you for the video,0.77
2025-05-14,What a gorgeous run I couldnt help thinking bummer she had to keep pausing to set up her camera but I guess such is your life I hope it still felt as peaceful as it looked despite that,0.63
2025-10-03,Must be a good run when you stop 10 times to adjust camera D,0.78
2025-06-10,Watching her as my travel is from US and India,0.5
2025-08-16,Becca you are a sunshine Loved your bag in the end portions of your video Can you share what brand is where did you get it from Im in love with that bag,0.74
2026-01-30,Becca i love this new vibe and you look sooo good amazing shape luvluvuvluv 3,0.69
2025-05-17,hola Me ha encantado este video Tambin tengo videos de rutinas si alguien quiere ver mas videos saludos desde Repblica Dominicana,0.5
2025-04-16,Yesss love the energy and how realistic these fitness goals are,0.63
2025-04-10,thank you for making those videos your consistency and amazing editing skills are what I truly admire great job Becca Thank you 3,0.78
2025-07-24,You should read the Miracle Morning Its got a great structure for morning routines,0.82
2025-06-22,Nice and inspiring video Thank you for sharing your routine I guess theres no need to ask if the dog loves mommy or daddy more That was so funny as it was lying on a sofa with that bored look like Ohyoure working out So stupid Id better sleep and then Oh Dad You woke up Im so happyhappyhappy,0.56
2025-07-18,Hi Becca love the planner I got one for my friend for Christmas then I got one for myself its beautiful,0.77
2025-11-08,For those looking to become a morning person highly recommend Huberman Labs podcast on becoming a morning person The importance of natural light early in the morning and overhead lighting not dim light a set wake up time regardless of when you go to sleep etc can really help,0.59
2025-08-30,That lamp in the beginning looks sooo cozy Does anyone know what kind of lamp that is 3,0.58
2025-02-20,ps please girl dont leave any home updates out of your videos please i just moved out of my parents home i love your decor even in the old flat i NEED the inspo,0.58
2025-04-11,ive already watched like 6 times you outdid yourself in this editing becca this is so well made motivating i missed your routines so much,0.58
2025-02-27,Hi I understand that now you havent been regular with you morning routines because of the moove but when you are in the flow then you are waking up 6am every morning If no then how often Why you are waking up on 6am What would be your tips to be more regular and wake up earlier that usual Thanks,0.53
2026-01-31,Was feeling so sluggish this morning actually put this video on and got the motivation to get out of bed for my morning routine alongside,0.5
2025-05-27,Love your morning routine tips Becca The editing style in this vlog is on point As a video editor Id love to collab your vibe matches my style perfectly Been editing lifestyle content for 3 years Let me know if you ever need a hand with editing,0.77
2025-04-23,Love your videos also your home is so beautiful and cozy,0.65
2025-05-13,Can you please please disable the automatic dubbing for your video into german the AI voice over is so strange,0.49
2025-08-10,Loved this video It was very calming and inspiring Looking forward to healthy habits this year,0.69
2025-09-05,600 AM School Morning Routine Real Life Before School Vibes SchoolMorning MorningRouti,0.58
2025-06-28,Waking up early for school This video captures the real struggle and fun moments of a 600 AM school morning routine,0.58
2025-07-20,My routine is simple I think Wake up 530 Make bed Brush teeth Shower Skincare Wear uniform Do hair Leave,0.5
2025-10-08,Enjoy it while youre an adult we children have to go to school,0.6
2026-02-22,School morning routine of a 5th grader 530 Wake up 530535Make bed and open blinds 535 600 make breakfast make school lunch and eat breakfast 600 630 shower skincare makeup 630 700 brush teeth do hair shoes and anythung else I needs do 700 Leave,0.5
2025-10-26,interacting with motivational content because i get random stuff recommended to me 84100,0.3
2025-12-01,Can you pls do 430 bc i leave for school at that time,0.5
2025-11-02,my morning routine 630 wakeup 645 actually wakeup 650 do bed 655 bathroom 700 skin care 715 hair 720 outfit 725 perfume and bag 730 leave,0.5
2025-02-15,How do you get the make today amazing on the alarm clock its so cool,0.69
2026-01-26,My school routine 700 wake up 710 dress up 715 do my hair and wash my face 725 go outside and drive to school 730 at school 740 class started Thats it bye,0.5
2025-07-09,Commenting on videos to clear my fyp 50100 halfway there,0.54
2025-03-04,my normal school morning routine 1wake up at 530 2drink water at 535 3stregch at 540 4wash face 545 5take shower at 550 6eat breakfast at 615 7do hair at 630 8do make up if you want to at 645 9recheck bag at 655 10leave for school at 700 this is my morning routine,0.56
2026-01-01,My routine 600 wake up and stretch 602 brush my teeth and make wudu Im a muslim and skincare 615 pray fajr 620 change clothes 625 make my lunch nd wake up my brother 645 scroll do anything 655 wear hijab and shoes 700 in car my school starts at this time but they dont care tbh 720 arrive to hell,0.5
2026-02-09,Not trying to hate when you post it was April 14 2025 which is a Sunday and it not school,0.18
2025-10-27,My public school routine my alarms as emojis in it wakey wakey time 4 school600AM huh is time to get off the bed now635AM Eat breakfast645AM play roblox655AM doom scroll725AM get dressed735AM get backpack737AM text bestie740AM watch videos745AM play roblox again if u want753AM DOOM SCROLL800AM put on shoes and backpack and go outside to wait for your busit depends what time it comes Im in elementary plus its my middle school routine,0.53
2026-01-25,My school morning routine 600am wake up 605ammake bed and drink some water 610amgo bathe and brush teeth 640amdo hair and skincare 645ameat breakfast 655amput on uniform 700am wait for driver to pick me up to drop me off to schoool,0.5
2025-05-03,Thats lowk cool I should start doing skincare lowk but Im a flipping 11 year old girl who loves watching skincare but okay lol,0.68
2026-02-27,I have to go to school at 630 am so thats too late for me,0.38
2025-04-29,Funny enough I woke up at 530am and still my school calls it late at 659am,0.49
2026-02-23,My morning routine on weekdays as a fashion collage student 600am wake up and stretch 605 get dressed and set out hair acessories and jewellery 617 brush teeth and wash face 625 go downstairs and prepare breakfast make tea have vitamin and have actimel 6 30 eat breakfast 645 brush and braid hair 700am put on jewellery 710 prepare lunch and items for collage 715 duolingo Spanish doomscroll and answer messages 725 decide what shoes to were 730 or 745 grab bags and get dad to drop me off or walk to the bus stop Then classes are from 900am to 430 pm but it depends on what day then i wake up at 700am in weekends,0.5
2025-05-29,My routine is 630 gets up 635 actually gets up 636 gets up dressed 639 do my skincare 640 do my hair 645 go to eat 647 brush my teeth 650 puts my shoes on 655 goes on my phone 715 goes to the bus stop 718 Goes on the bus 725 arrives at school 730 goes the the pe room in the morning 740 goes to class 750 starts morning meetings 200 goes to the pe room for hand ball practice,0.5
2025-09-20,aesthetic morning routine morningroutine aesthetic preppy skincare satisfying asmr shorts,0.7
2025-12-09,That Girl Morning Routine A preppy productive and aesthetic start into the day In this short I take you with me through my soft,0.52
2025-12-17,You are sooo clean U live my dream life i hope u can post more videos and lofi vids because ive listened to them all Ty for motivating meee,0.63
2025-12-20,Kamu gk pernah liat tin wajah mu huuuuu Aku juga gk suka sama konten mu solanya konten mu jelek2 gk jelas2 seharus nya kamu keluar aja dari youtube,0.5
2025-03-16,Why is the thing i focused most on being hoe long that pumpkin roll must have taken to get perfect,0.69
2025-08-06,Eres muy asthetic Quisira que en el mundo hubiesen ms personas como t,0.5
2025-07-20,WAKE UP ITS THE FIRST OF THE MONTHH jk its the 14 october but i just wanted to do this,0.6
2025-11-25,Can you send me what you put in that drink it looks GREAT,0.82
2025-05-27,This is making me want to clean my room HOW ARE YOU THIS CLEAN,0.65
2025-02-23,I will report u if u dont stop faking ur videos and what I mean by that is you keep faking those weather rain things so stop it is not real,0.42
2025-02-06,Is this real your room got my dying it looks like a display room ngl but an awesome one,0.74
2026-02-05,Omgg I literally love your videos so aesthetic I could never lol,0.52
2025-07-04,I dont like the color pink but i love this,0.58
2025-10-25,AESTHETIC MORNING ROUTINE asmr morningroutine cleangirlaesthetic,0.5
2025-09-19,Commenting on clean girlaesthetic videos to clean up my fyp 5100,0.65
2026-02-25,If you need to know I love you 1 I love you 2 I love you 3 I love you 4 I love you 5 I love your 6 I love you 7 I love you 8 I love you 9 I love you 10 I love you 11 I love you 12 I love you 13 I love you 14 I love you 15 I love you 16 I love you 17 I love you 18 I love you 19 I love you 20 I love you 21 It is midnight now and only this took so long so please notice the ones that go so long hVe a great Christmas bey,0.68
2025-12-18,Jesus loves u und cares for u Even when it doesnt feel like it Repent because the Lord Jesus ist coming back someday soon Repent The only way to Heaven is to be Born again,0.5
2025-02-18,i sometimes wonder if they actually do this or jus5 do it for the aesthetic video,0.5
2025-10-25,5AM Diaries 2 hour morning routine that changed my life journalling selfcare tofu brownies,0.5
2026-01-11,27 5AM Diaries 2 hour morning routine that changed my life journalling selfcare tofu brownies Hi friends I hope you will,0.5
2025-04-04,heyyyy i wish i could live like that my bigesst dream u dont know how much inspiration u gave me thankss really,0.57
2025-12-19,I feel really familiar with the view Brisbane river I think Bring all the memories and that serenity vibes into my heart Thanks for your video,0.61
2025-07-23,Hi The exercise video you used with the woman stretching what YouTube channel is that from,0.5
2026-02-07,this vlog just kept me really calm and out of the world i love your videos and never stop,0.66
2025-11-06,I have always feared growing up into an adult I hated the idea of leaving childhood teenage hood Your vlogs hep me see a positive side of growing up Thank you,0.44
2025-10-08,whats beeping in the video i was trying to figure out whats beeping in my place for 10 min,0.5
2025-11-17,Beautiful vlog the way you captured the relaxing atmosphere is perfect,0.87
2025-10-09,Came across this video because similar to you im trying to start a routine for myself although its somehow opposite Im trying to have a wind down routine before I sleep where I watch calming soothing and relaxing content to make sure im still being mindful and intentional as I consume media Im glad I came across your video,0.57
2026-01-19,now this is the only video that has convinced me to wake up early tbh,0.52
2025-07-14,How do yuo even wake up at 5am alone and with alarm I would still sleep becouse I sleep big to dream big,0.5
2025-02-16,I actually loved your video the presentation is really good Maryams Life is a nice channel Just try to watch it its an informative channel also And the editing and theme is really,0.72
2026-02-09,Do you need an alarm to wake up Do you not wake up naturally,0.54
2025-08-04,Hello world This is Morocco not the glossy postcards you see but the hidden truth Families who lost everything in the 2023 earthquake are still living in tents waiting for homes that never come Hospitals are overcrowded and without medicine mothers wait for hours only to be told there is nothing for their children Schools are packed with too many students and too few teachers leaving children with diplomas that mean nothing because there are no jobs Entire neighborhoods are destroyed to build stadiums and luxury projects while the poor are pushed out of their houses with nowhere to go Young people who raise their voices are silenced beaten or jailed their dreams crushed before they are born Children are forced to work in the streets instead of learning in classrooms some disappearing into places where no one asks questions Poverty is everywhere fathers with empty hands mothers crying because they cannot feed their families youth staring at a future that does not exist This is the Morocco that lives in silence the Morocco the world does not see the Morocco that deserves justice dignity and hope,0.46
2025-07-08,Eu iniciei minha jornada criativa no YouTube sou do Brasil Me inspiro nos seus vdeos,0.5
2025-10-17,hello may I ask what time of the night do you usually sleep to wake up at 5AM,0.4
2025-07-25,Love for Egypt thats the kind of life away from the world noise,0.72
2025-12-06,Your house is my dream home could you pleasemake a home tour video especially the balcony areas view the city view it seems the most lovely part of the vlog is the city view from your balcony mainly at the night and dawn time when sun isnt there it looks cozy at fantastic,0.59
2025-04-06,Buddy I believe that you are very creative Not just in the creation of youtube videos but the way you write is just so abstract and beautiful It takes an imaginative mind to write like that I myself think some pretty philosophical things and have always dreamed to have someone to talk to not that Im lonely that thinks the way you do,0.65
2025-02-13,What i find about these day in the life of type of vlogs is that filming during the day of the vlog is one thing very minimalistic simple and easy Life outside of the Vlog is very different in other words this is all just for show,0.53
2025-05-15,First time viewer Also New Subscriber Very relaxing and high quality vlog YouTube recommended me this video as I was looking at a variety of other people vlogging their life as a documentary and was contemplating the idea of it Should I or should I not document my life in a vlog I consider watching these videos research Yet I find it just captivating watching a mostly silent video thats tranquil and therapeutic relaxing To be frank its far more interesting watching your vid than most of TV,0.59
2025-08-09,This was very relaxing to watch Thank you so much for sharing this,0.58
2026-01-24,Xin cho ti cng sp lm 1 knh tng t nh bn v bui sng v yogalove Mong rt s tt p,0.5
2025-12-31,What city do you live in I wanna live there someday because of its peacefulness,0.55
2025-08-14,is is literally perfect i love the calm quiet slow morning routine thank you for this,0.62
2025-06-25,Simple and Soul Nourishing Morning Routine,0.5
2026-02-15,Hi Everyone Today I have an updated morning routine for you While we can follow all of the advice on how to have a healthy and,0.7
2025-12-21,Whats ONE thing you do for yourself in your morning routine,0.5
2025-03-24,Love love loves this Very inspiring Thank you for sharing Also Obsessed with the set youre wearing at the beginning Where did you find,0.61
2025-06-12,You showed an ACTUAL morning routine Thanke you so much for being honest with us please keep sharing like this lots of Love form India,0.63
2025-08-10,You are beautiful you dont need to avoid anyone without makeup on Hope you learn that someday,0.84
2025-07-15,Thank you for sharing I struggle with alexithymia and Im learning how to identify what I feel in my body This was really inspiring and felt good to watch,0.74
2026-02-25,Hi amazing so relaxing I have a doubt what you put to the plants is water from the rice,0.74
2025-05-15,This is such a nice gentle morning routine I also tend to tidy up and do some yoga in the morning Thanks for sharing super calming and tranquil,0.63
2025-10-31,I find it interesting that in this video you spent most of it taking care of your plants and you pets not yourself I think you show up to the world as someone who wants to care for others and put them first,0.61
2025-09-05,Im realizing that our morning and night routines say a lot about ourselves,0.5
2025-05-27,How early did you wake up Its amazing how much you can do in your morning,0.62
2025-02-21,WOW Your vids give so much tranquility and a very calming vibe NEW SUBSCRIBER HERE More of this please,0.59
2025-04-22,Just a tip Do not brush your teeth side to side You can damage your gums,0.5
2025-10-20,Its so amazing that you have a house surrounded with nature and close to a beach Thats one my dream place to have a house Love u girl,0.72
2025-09-09,I am trying to eat healthy What yogurt do you like to eat There are so many to choose fromplant based Greek yogurt And I have had digestive issues so I cut out gluten from my diet I want to add it back What bread do you eat There is sourdough sprouted wheat,0.6
2025-02-02,This video is better than most morning routines video in youtube,0.7
2025-03-28,I am a boy from China really love your videos and enjoy every single of them,0.61
2026-02-26,I came a across your video and it has help me look at things in a much lighter and positive way Without being too pushy So thank you On another note can you please share how you take care of your hair and what you take to keep it looking the way it does and growing Without selling me a product like everyone else trys too Backstory Ive been under extreme stress and always running to try and keep up with life and the day like Im sure most of us are now days with that I have been losing my hair so bad I know you may not have a answer but if you have any tips of what you take to help your hair and can please share it would be much appreciated,0.55
2026-01-16,This morning routine is pure magic Starting the day with such simplicity and intentionality is a gift to the soul The practice of gratitude the gentle stretches and the nourishing breakfast create a foundation for a day filled with positivity and mindfulness,0.59
2025-12-22,After 32 years of nonstop working I can finally say I have slowed down I am in an Era of living and not surviving Watching this video has given me a sense of peace only adding onto the same type of peace I have around me,0.48
2025-09-16,According to my experience the optimal morning wellness routine will be a regular bowel cleansing by taking 1 tablespoon 15 ml castor oil early in the morning on an empty stomach this at least every second day In this manner you will not only eliminate the waste in your intestines but all the toxins deposed in your liver too,0.47
2025-07-09,This video gave me so much comfort I wanna be like you when I grow up,0.58
2025-08-01,Such a beautiful video would you be able to tell me where it is your pajamas are from X,0.68
2025-07-15,this is the first video ive seen from you and i absolutely adore it thank u,0.59
2026-01-27,MEDITATION APRES LE SPORT 10 min de retour au calme et de rcupration post workout,0.5
2025-09-02,Tu as bien boug et tu as choisi de prendre un moment pour toi afin de revenir calmement un tat de bientre optimal,0.5
2026-01-16,Merci beaucoup pour cette mditation que jcoute depuis plusieurs mois aprs chaque sance de sport en revanche seraitil possible de dplacer la publicit du milieu au dbut a serait top,0.6
2025-03-24,Pub en plein milieu de la sance je ne recommande absolument pas a montre la ligne profit avant tout,0.5
2025-04-27,Gnial merci pour ce moment de relaxation on se laisse vraiment aller c cest trs agrable,0.5
